arch,seed,flip_y,acc_ens,nll,brier,ece,pred_var,mean_entropy,mean_discordance,frac_A_proxy,cv_acc,cv_recall,cv_f1,mu_avg,kappa_avg,mu_Se,mu_Sp,kappa_Se,kappa_Sp
GB,2,0.3,0.796,2.884890698905143,0.20052890223014772,0.09046019184910374,0.0038891050728783326,0.0189404839912434,0.12607130223954632,0.12,0.6140000000000001,0.6192929292929292,0.6152910447674059,0.67192207330125,155.52447341825,0.664137784055,0.6797063625475,155.8748822325,155.17406460400002
GB,2,0.5,0.481,7.5668608946988645,0.5133861753308545,0.1960702351545151,0.006818356867415961,0.032001780155354195,0.07184547998543173,0.06,0.519,0.507070707070707,0.5095578538329938,0.62647261850875,153.5955380675,0.6193891637525001,0.6335560732650001,154.505123606,152.685952529
GB,3,0.0,0.971,0.42684349847370157,0.029067423600519986,0.008344642559001726,0.00031534678126253864,0.0014741248227661914,0.02938277038178252,0.029,0.891,0.8959999999999999,0.891439327321811,0.8701549961237499,166.038030048625,0.86745982792,0.8728501643274998,164.5521543655,167.52390573175
GB,3,0.1,0.944,0.7196626677635579,0.053362621938935886,0.02996487380195791,0.001625461389751111,0.007156452824893445,0.08611585369179604,0.083,0.8100000000000002,0.8156953503050705,0.807579288726745,0.7925730212762501,156.723351462,0.782857954485,0.8022880880675,154.2823805495,159.16432237450002
GB,3,0.3,0.847,2.169229345300444,0.15103085431188634,0.07017345998940115,0.0028376753157192762,0.013466578155487933,0.14242180348345038,0.138,0.65,0.5949354992833253,0.6094706724940794,0.6863077127224999,156.53987579925,0.6516632633649999,0.7209521620800001,152.51638785100002,160.5633637475
GB,3,0.5,0.551,6.448728240817695,0.4440835040577796,0.20776122055666854,0.00512276327728925,0.02415902627580912,0.07249713789644438,0.065,0.522,0.4234221598877981,0.4505212918984832,0.62404565066875,152.76581071512499,0.5972878818275,0.65080341951,154.60840488999995,150.92321654025
GB,4,0.0,0.966,0.48784948909587783,0.03373823106702222,0.007718779873888244,0.0010271341904173371,0.004720137750782052,0.034765365257439555,0.033,0.869,0.89,0.8717634992860406,0.8464593011562499,163.709625943375,0.833084843725,0.8598337585875,163.02074944025,164.3985024465
GB,4,0.1,0.916,1.1633236714997484,0.08276627843652816,0.04118066652628671,0.0012459510842691938,0.006382723466857138,0.09962346381521939,0.099,0.7470000000000001,0.7530818387961244,0.7461947544534921,0.7534414901875,146.07374784350003,0.7467777555625,0.7601052248125,147.77212555600002,144.375370131
GB,4,0.3,0.726,3.615304737716414,0.26793695821496877,0.16204632590117934,0.005852060263013131,0.027546490502886684,0.11339574685273084,0.104,0.5549999999999999,0.4583771929824561,0.4953062095751681,0.6341734467525,146.33873104875,0.6225445070400001,0.6458023864649999,143.15601902524998,149.52144307225
GB,4,0.5,0.469,7.568917654869032,0.5231891038232752,0.21574429225285421,0.006626359837270193,0.03205406191038247,0.06534472558175339,0.056,0.495,0.4483405483405483,0.466588238853921,0.61445504339,153.78073611125,0.6135063073725,0.6154037794075,148.47606666874998,159.08540555375
LR,0,0.0,0.727,3.765829214581784,0.26885653729619924,0.12190565567463808,0.0052224777640370364,0.024404021468651747,0.2740790150602363,0.269,0.712,0.722,0.7147504890824293,0.6672854146249999,143.867548112125,0.668625757415,0.6659450718350001,147.55713150399998,140.17796472025
