dataset,n_samples,n_features,prevalence,arch,flip_y,seed,mu_Se,mu_Sp,mu_avg,kappa_avg,f_A,f_B,f_C,acc_cv,f1_cv,recall_cv,recall_inflation,convergence_ok
breast_cancer,569,30,0.6274165202108963,GB,0.0,3,0.9496983655025,0.945891769855,0.94779506767875,167.434525038125,0.0035149384885764,0.0,0.9964850615114236,0.9631268436578172,0.9706196402685257,0.9747261345852894,0.025027769082789475,False
breast_cancer,569,30,0.6274165202108963,MLP,0.0,0,0.9609883981575,0.9630805426025,0.96203447038,174.351127971625,0.0070298769771528,0.0,0.9929701230228472,0.9736531594472908,0.9792279530630182,0.9859546165884192,0.024966218430919174,False
breast_cancer,569,30,0.6274165202108963,MLP,0.0,1,0.960155261475,0.96164372655,0.9608994940125,171.64006535475002,0.0070298769771528,0.0,0.9929701230228472,0.9736531594472908,0.9792279530630182,0.9859546165884192,0.025799355113419242,False
breast_cancer,569,30,0.6274165202108963,MLP,0.0,2,0.962640477435,0.9643215963575,0.96348103689625,171.98170555349998,0.0070298769771528,0.0,0.9929701230228472,0.9736531594472908,0.9792279530630182,0.9859546165884192,0.023314139153419178,False
breast_cancer,569,30,0.6274165202108963,MLP,0.0,3,0.959370097245,0.961365463495,0.96036778037,172.41394255325,0.0070298769771528,0.0,0.9929701230228472,0.9736531594472908,0.9792279530630182,0.9859546165884192,0.02658451934341921,False
breast_cancer,569,30,0.6274165202108963,LR,0.1,1,0.792511346065,0.7970997240550001,0.7948055350600001,122.474255933625,0.117750439367311,0.0,0.8822495606326889,0.8646172954510171,0.8918012316283704,0.9265984654731458,0.13408711940814588,False
breast_cancer,569,30,0.6274165202108963,LR,0.1,2,0.7680234538849999,0.7874433838899999,0.7777334188874999,124.38498746675,0.1370826010544815,0.0,0.8629173989455184,0.8418258034466698,0.8695636172935716,0.9084848484848485,0.14046139459984852,False
breast_cancer,569,30,0.6274165202108963,LR,0.1,3,0.78266241129,0.7835295815275,0.78309599640875,119.99474200075,0.1230228471001757,0.0,0.8769771528998243,0.8541065052010557,0.8843834662162484,0.9264705882352942,0.14380817694529413,False
breast_cancer,569,30,0.6274165202108963,RF,0.1,0,0.8669481207999999,0.8332219731875,0.85008504699375,143.03944163475,0.0281195079086115,0.0,0.9718804920913884,0.8716814159292035,0.8981535628058662,0.9144869215291752,0.04753880072917527,False
breast_cancer,569,30,0.6274165202108963,RF,0.1,1,0.855375912955,0.8431811382699999,0.8492785256125,134.94365092650003,0.0439367311072056,0.0,0.9560632688927944,0.8734202763546033,0.8970847601275809,0.9206308610400684,0.06525494808506838,False
breast_cancer,569,30,0.6274165202108963,RF,0.1,2,0.84642745696,0.8619563952975,0.8541919261287501,146.7019933515,0.0298769771528998,0.0,0.9701230228471002,0.8576308026703927,0.8806610485445872,0.9083449883449884,0.061917531384988456,False
breast_cancer,569,30,0.6274165202108963,RF,0.1,3,0.8562373599675,0.8369635933375,0.8466004766524999,140.3265410885,0.031634446397188,0.0,0.968365553602812,0.8628629094861047,0.888497411253887,0.9117647058823528,0.055527345914852866,False
breast_cancer,569,30,0.6274165202108963,SVM,0.1,0,0.8362233091000001,0.800359737945,0.8182915235225001,122.6399318,0.1001757469244288,0.0,0.8998242530755711,0.876897997205403,0.9022127808919632,0.9145271629778672,0.07830385387786709,False
breast_cancer,569,30,0.6274165202108963,SVM,0.1,1,0.8154965585274999,0.8105478678575,0.8130222131925,122.484690648,0.0984182776801406,0.0,0.9015817223198594,0.8786679087098277,0.9021178420105318,0.9294970161977836,0.11400045767028366,False
breast_cancer,569,30,0.6274165202108963,SVM,0.1,2,0.8040557367949999,0.8137645987975,0.8089101677962499,134.368011884875,0.1036906854130052,0.0,0.8963093145869947,0.8681571184598665,0.8923037339656602,0.941958041958042,0.13790230516304214,False
breast_cancer,569,30,0.6274165202108963,SVM,0.1,3,0.7891207820474999,0.79017220444,0.7896464932437499,128.119035792625,0.117750439367311,0.0,0.8822495606326889,0.8646172954510168,0.891577274291097,0.9264705882352942,0.13734980618779424,False
breast_cancer,569,30,0.6274165202108963,GB,0.1,0,0.866187802855,0.8365295638225,0.85135868333875,152.49824694925,0.0492091388400703,0.0,0.9507908611599296,0.8523210681571184,0.8838459144535988,0.9087726358148892,0.04258483295988924,False
breast_cancer,569,30,0.6274165202108963,GB,0.1,1,0.860130420245,0.8374054488775,0.84876793456125,141.625450241125,0.070298769771529,0.0,0.929701230228471,0.8523210681571184,0.8801980935913678,0.9002557544757034,0.04012533423070341,False
breast_cancer,569,30,0.6274165202108963,GB,0.1,2,0.8438222418,0.8328340779,0.83832815985,149.99601032475002,0.0650263620386643,0.0,0.9349736379613356,0.836593696630958,0.8611717686668634,0.8781351981351981,0.03431295633519815,False
breast_cancer,569,30,0.6274165202108963,GB,0.1,3,0.8465761323200001,0.8355606190774999,0.84106837569875,147.0153358695,0.070298769771529,0.0,0.929701230228471,0.8452724732184442,0.8727755652620759,0.8852941176470587,0.03871798532705861,False
breast_cancer,569,30,0.6274165202108963,MLP,0.1,0,0.846370574015,0.84703991661,0.8467052453125,156.889234601375,0.0404217926186291,0.0,0.9595782073813708,0.8434715106349946,0.8738646293039489,0.8775452716297787,0.031174697614778646,False
breast_cancer,569,30,0.6274165202108963,MLP,0.1,1,0.8511557149125,0.8497183645575,0.8504370397350001,154.507002154625,0.0369068541300527,0.0,0.9630931458699472,0.8206644930911349,0.8534960856496039,0.8678601875532822,0.01670447264078223,False
breast_cancer,569,30,0.6274165202108963,MLP,0.1,2,0.8434742833675,0.8491317485150001,0.84630301594125,156.38827181425,0.0421792618629174,0.0,0.9578207381370826,0.8171557211613104,0.8443323486329349,0.8535664335664336,0.010092150198933614,False
