arch,flip_y,seed,mu_Se,mu_Se_std,mu_Sp,mu_Sp_std,mu_avg,kappa_Se,kappa_Se_std,kappa_Sp,kappa_Sp_std,kappa_avg,kappa_avg_std,kappa_obs,kappa_obs_std,cv_recall,cv_f1,cv_acc
GB,0.3,1,0.6879898393850001,0.007156169440378586,0.6811130304974999,0.00684275343820041,0.68455143494125,134.01425107100002,31.4621751825343,143.766166925,34.53870313836088,138.89020899800002,23.230056211742756,6.776995479125,0.049477674995126106,0.7895073180787467,0.796076347596974,0.8009999999999999
GB,0.3,2,0.6919367263525,0.006959643662978168,0.71399252863,0.006898932272361653,0.70296462749125,141.94337613225,32.78865522657438,129.10835678450002,31.252721679364516,135.52586645837502,22.83025279049588,5.825290875324999,0.042078157964057776,0.839010101010101,0.8109692827687025,0.806
GB,0.3,3,0.6901634041425,0.0070021216463563825,0.6773220422424999,0.006946068074476149,0.6837427231925001,136.18429984300002,31.710253737146882,136.10543422349997,32.00131108687458,136.14486703325,22.489035839593473,6.373172667675,0.046233745647733894,0.7683168316831683,0.7747393653412179,0.775
GB,0.3,4,0.670333320325,0.007126935595041532,0.6711287905725,0.007239892543144873,0.6707310554487499,137.06588098075002,32.150772000412,135.67019366775003,31.702518789668883,136.36803732425,22.470457017971846,7.719141953525001,0.05618123920570342,0.8083366336633663,0.7750847950781277,0.766
MLP,0.3,0,0.48990913406,0.0075275366070690726,0.5099914560925,0.00719610248940094,0.49995029507625,141.73509547150002,33.64017444620898,140.49509982725,32.25412686673568,141.115097649375,23.467726985488735,99.9941179565,0.0057016336573921965,0.0,0.0,0.516
MLP,0.3,1,0.561166917015,0.02387062739785827,0.5413556068650001,0.016395213675087818,0.5512612619399999,11.509647932975,2.6434591099167157,26.514947586325,6.241055984813019,19.01229775965,3.415862985369113,15.73338857675,0.11491766215394224,0.0,0.0,0.506
MLP,0.3,2,0.48825866299250004,0.00736697170419844,0.51200057151,0.007422555003604818,0.50012961725125,137.7997201265,32.14860072342177,137.86744032875,32.56111091935108,137.833580227625,22.873282606702784,99.99346286149999,0.006453439641215904,0.6,0.398216276477146,0.499
MLP,0.3,3,0.5091972068725,0.007506757715834592,0.49081356747250005,0.008004519113468707,0.5000053871725,125.829288285,30.701029575490157,124.62913683974999,28.620821004464425,125.229212562375,20.98395152247706,99.99403055125,0.005676172507938228,0.801980198019802,0.5407986450394111,0.504
MLP,0.3,4,0.5284182458575001,0.019700438933424026,0.49615236928,0.008260571786336962,0.5122853075687499,18.127287998925,4.189635925708848,119.86757884899998,28.091825331953544,68.9974334239625,14.188029599909928,47.204143295,0.3635662458049014,0.4,0.26666666666666666,0.499
LR,0.5,0,0.55214561463,0.006633607681441733,0.6104426501575,0.006916770315571566,0.58129413239375,163.50511625174997,38.507449066922895,152.82023860049998,35.41529984337718,158.162677426125,26.41578437947908,21.04079906375,0.156507545513808,0.6045148514851486,0.6603648721186633,0.689
LR,0.5,1,0.6270442625849999,0.006957793109752501,0.6065435194275,0.0067217517570621835,0.6167938910062499,148.71515486125003,34.374368625855816,161.81262787025,37.95703818342882,155.26389136575,25.323015064463316,13.164980620500002,0.09815027179471274,0.7546391752577319,0.7307416987727149,0.731
LR,0.5,2,0.6081448579100001,0.007040933642483551,0.6154874693975,0.007119742472802929,0.61181616365375,156.431962459,36.73609836856097,149.4786888925,35.90874573891272,152.95532567575,25.541751194837484,11.86540561925,0.08809691700056693,0.7288681809357407,0.7271300817969536,0.7220000000000001
LR,0.5,3,0.6290404524250001,0.006777730467445378,0.580578257335,0.007046575464497783,0.60480935488,160.26340637925,37.089353628498614,155.51471566175,37.11723266369458,157.88906102050004,26.574230334659305,12.8648325695,0.09535907474187587,0.7244030285381479,0.7051017687671834,0.692
LR,0.5,4,0.5944705473574999,0.0067407655876963735,0.5839769120425,0.006731300156631764,0.5892237297,163.331939022,38.81819949369779,162.1218315175,38.4982559105417,162.72688526974997,27.28455085261408,16.005129835749997,0.11832982658025523,0.7384444444444445,0.7024947492461271,0.6890000000000001
RF,0.5,0,0.5639986677875,0.00714179359250179,0.5392650572325,0.007086652451726404,0.5516318625100001,140.43033157225,32.903815978560324,141.78762993574998,34.42396982025629,141.108980754,23.73369148540392,46.871839306249996,0.34822330902297943,0.5228514851485148,0.5921758603644641,0.638
RF,0.5,1,0.5561494060800001,0.007015968090645627,0.5869888046799999,0.007371585320089221,0.5715691053800002,148.29726344924998,34.95054500179805,137.37171051475,31.879621598615433,142.83448698200002,23.750343982620212,34.351740028500004,0.25667116869146545,0.7030927835051546,0.6968212258839568,0.703
RF,0.5,2,0.5784909669475,0.006988028448296516,0.5569603245575,0.007374992134137866,0.5677256457525001,144.72522328949998,33.146974397793045,135.4749214755,31.978678345893545,140.10007238249997,23.164800679715142,35.551414397,0.26803447482724285,0.7132013201320133,0.6892124441869937,0.6729999999999999
RF,0.5,3,0.5864551757525001,0.00702647901256243,0.5747445239025001,0.007322854839131606,0.5805998498274999,149.13346023375,34.85305409333128,138.30722228125,32.04596648262537,143.7203412575,23.838413822773845,24.790147049749997,0.19141272512433904,0.7086973403222675,0.6972774758414133,0.688
RF,0.5,4,0.5369729373525,0.006915976461833459,0.5441561552324999,0.006738917849317221,0.5405645462925001,157.57400433299998,37.227474213213306,156.21471557125,37.545919321582026,156.894359952125,26.74273749347261,52.0836304105,0.3963915243659045,0.6118787878787879,0.6063675193799616,0.607
SVM,0.5,0,0.6283042948475,0.00777473450205394,0.6181271429549999,0.0072185241558850146,0.62321571890125,128.89131312325,31.75476078122257,139.6439758305,34.251830718307325,134.267644476875,23.319786555584518,8.2360750029,0.06039239484864665,0.6621980198019802,0.6790705554883012,0.687
SVM,0.5,1,0.6271436601774999,0.007316811252435048,0.6613068105500001,0.007202576511083929,0.64422523536375,141.551752458,33.41096800289346,136.13287204325002,32.591554787004874,138.84231225062499,23.31176508041055,8.64665407265,0.062299239027885624,0.756701030927835,0.7365145124888819,0.738
SVM,0.5,2,0.6358613756374999,0.0070822792853691705,0.62021296524,0.0074716173751092135,0.6280371704387498,144.24993724775,35.201065049441794,135.34328513225,32.217181887119814,139.79661119,23.83168529783302,8.777653794125,0.06369479064557095,0.7229858279945642,0.7359239169418073,0.736
SVM,0.5,3,0.6292127640024999,0.006842498911971357,0.6142499801125,0.007457340818089902,0.6217313720575001,150.46186752875,35.46816945541206,131.67484928125,32.057262961784744,141.068358405,23.662456766917465,9.9371137843,0.0716370673185987,0.7165598912832459,0.7145270606915501,0.709
