class_sep,flip_y,seed,E1,E2,E4,E5,E1_err,E2_err,E4_err,E5_err,type_C_frac
2.0,0.2,3,0.107,0.10600001444093346,0.003,0.0648,0.09300000000000001,0.09399998555906655,0.197,0.13520000000000001,0.893
2.0,0.2,4,0.159,0.15699999811842696,0.0,0.09419999999999999,0.04100000000000001,0.04300000188157305,0.2,0.10580000000000002,0.84
2.0,0.2,5,0.116,0.11505640930304793,0.002,0.07039999999999999,0.084,0.08494359069695208,0.198,0.12960000000000002,0.884
2.0,0.25,0,0.197,0.1929977459650627,0.007,0.1192,0.05299999999999999,0.057002254034937305,0.243,0.1308,0.801
2.0,0.25,1,0.14,0.14000000034190713,0.001,0.0844,0.10999999999999999,0.10999999965809287,0.249,0.1656,0.86
2.0,0.25,2,0.148,0.1450000132793248,0.003,0.0888,0.10200000000000001,0.1049999867206752,0.247,0.1612,0.852
2.0,0.25,3,0.155,0.15199998522193164,0.004,0.0934,0.095,0.09800001477806836,0.246,0.15660000000000002,0.845
2.0,0.25,4,0.191,0.1870000077213148,0.006,0.1146,0.059,0.06299999227868519,0.244,0.13540000000000002,0.809
2.0,0.25,5,0.132,0.12999998631917087,0.002,0.0788,0.118,0.12000001368082913,0.248,0.17120000000000002,0.868
2.0,0.3,0,0.218,0.2129979821726508,0.009,0.1314,0.08199999999999999,0.08700201782734918,0.291,0.1686,0.781
2.0,0.3,1,0.161,0.16100002123442547,0.001,0.097,0.13899999999999998,0.13899997876557452,0.299,0.20299999999999999,0.839
2.0,0.3,2,0.176,0.1720009701264299,0.003,0.1056,0.124,0.1279990298735701,0.297,0.1944,0.824
2.0,0.3,3,0.194,0.19299999451401445,0.001,0.1162,0.10599999999999998,0.10700000548598554,0.299,0.1838,0.806
2.0,0.3,4,0.212,0.20961538238993813,0.006,0.129,0.088,0.09038461761006186,0.294,0.17099999999999999,0.788
2.0,0.3,5,0.157,0.1570000111416183,0.001,0.09459999999999999,0.143,0.1429999888583817,0.299,0.2054,0.843
2.0,0.35,0,0.258,0.2509997561480354,0.016,0.15699999999999997,0.09199999999999997,0.0990002438519646,0.33399999999999996,0.193,0.741
2.0,0.35,1,0.175,0.17300000213772976,0.002,0.10459999999999998,0.175,0.17699999786227022,0.348,0.2454,0.824
2.0,0.35,2,0.217,0.2130560538473028,0.005,0.131,0.13299999999999998,0.13694394615269717,0.345,0.21899999999999997,0.783
2.0,0.35,3,0.21,0.20900001761323644,0.003,0.1266,0.13999999999999999,0.14099998238676353,0.347,0.2234,0.79
2.0,0.35,4,0.217,0.21199018454290286,0.008,0.1322,0.13299999999999998,0.13800981545709712,0.34199999999999997,0.21779999999999997,0.781
2.0,0.35,5,0.183,0.18200000106596304,0.001,0.10959999999999999,0.16699999999999998,0.16799999893403694,0.349,0.2404,0.817
2.0,0.4,0,1.0,0.24601219614876893,1.0,0.55,0.6,0.1539878038512311,0.6,0.15000000000000002,0.0
2.0,0.4,1,0.204,0.2029999813108546,0.002,0.12319999999999998,0.19600000000000004,0.19700001868914543,0.398,0.27680000000000005,0.794
2.0,0.4,2,0.231,0.22599999357354073,0.009,0.1392,0.169,0.1740000064264593,0.391,0.26080000000000003,0.769
2.0,0.4,3,0.228,0.22193582757385752,0.007,0.13599999999999998,0.17200000000000001,0.1780641724261425,0.393,0.264,0.771
2.0,0.4,4,0.252,0.24899999786582938,0.01,0.154,0.14800000000000002,0.15100000213417064,0.39,0.24600000000000002,0.747
2.0,0.4,5,1.0,0.20500002335158163,1.0,0.5242,0.6,0.1949999766484184,0.6,0.12419999999999998,0.0
2.0,0.5,0,0.309,0.2960001829644564,0.021,0.1866,0.191,0.2039998170355436,0.479,0.3134,0.689
2.0,0.5,1,0.263,0.25900006391667885,0.006,0.159,0.237,0.24099993608332115,0.494,0.34099999999999997,0.736
2.0,0.5,2,0.279,0.2723032069965715,0.007,0.1678,0.22099999999999997,0.2276967930034285,0.493,0.3322,0.72
2.0,0.5,3,0.296,0.2906672748732999,0.008,0.179,0.20400000000000001,0.2093327251267001,0.492,0.321,0.702
2.0,0.5,4,0.324,0.3109999988136228,0.011,0.1916,0.176,0.18900000118637722,0.489,0.3084,0.675
2.0,0.5,5,0.256,0.25099733585357975,0.006,0.153,0.244,0.24900266414642025,0.494,0.347,0.742
